County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Denver County,Colorado,80.2432338592034,08,031,281072.0
Jefferson County,Colorado,80.2432338592034,08,059,225320.0
Weld County,Colorado,80.2432338592034,08,123,96616.0
Fairfield County,Connecticut,82.5933818002003,09,001,335209.0
Hartford County,Connecticut,80.2119442590321,09,003,347207.0
Litchfield County,Connecticut,80.4021916136219,09,005,74339.0
Middlesex County,Connecticut,81.0821212220154,09,007,66467.0
New Haven County,Connecticut,80.061944421033,09,009,326487.0
New London County,Connecticut,79.9198566902699,09,011,106170.0
Tolland County,Connecticut,81.718649046245,09,013,54573.0
Windham County,Connecticut,78.8145339848324,09,015,44261.0
Kent County,Delaware,77.2142387207649,10,001,62140.0
New Castle County,Delaware,78.329504469616,10,003,202524.0
Sussex County,Delaware,78.511223894838,10,005,83387.0
Alachua County,Florida,78.4485792222787,12,001,96336.0
Baker County,Florida,75.0098994703056,12,003,8270.0
Bay County,Florida,75.8233176738751,12,005,67939.0
Bradford County,Florida,75.281591103258,12,007,8704.0
Brevard County,Florida,77.4763904243823,12,009,224373.0
Broward County,Florida,80.38591179557,12,011,672988.0
Calhoun County,Florida,74.8724377962822,12,013,4555.0
Charlotte County,Florida,80.0342861683159,12,015,73299.0
Citrus County,Florida,75.4513819875713,12,017,61350.0
Clay County,Florida,77.2720166250971,12,019,70527.0
Collier County,Florida,84.5508843732645,12,021,133331.0
Columbia County,Florida,74.9065889001892,12,023,23911.0
Miami-Dade County,Florida,80.9623762730876,12,086,853624.0
DeSoto County,Florida,79.2280677265237,12,027,11419.0
Dixie County,Florida,74.6214509730913,12,029,6221.0
Duval County,Florida,75.8624927005273,12,031,341906.0
Escambia County,Florida,75.113067006593,12,033,115984.0
Flagler County,Florida,78.902559028605,12,035,38150.0
Franklin County,Florida,75.9324842435541,12,037,4250.0
Gadsden County,Florida,75.3613788068946,12,039,16885.0
Gilchrist County,Florida,76.6292374244165,12,041,6254.0
Glades County,Florida,80.4808894980128,12,043,4019.0
Gulf County,Florida,76.1199507239587,12,045,5349.0
Hamilton County,Florida,75.3710930703004,12,047,4717.0
Hardee County,Florida,78.4028121656282,12,049,7558.0
Hendry County,Florida,77.1586211178051,12,051,11817.0
Hernando County,Florida,76.698885399624,12,053,70918.0
Highlands County,Florida,78.4630943919612,12,055,40500.0
Hillsborough County,Florida,78.6239373423411,12,057,495841.0
Holmes County,Florida,73.5174425326516,12,059,6809.0
Indian River County,Florida,80.0878689742647,12,061,57829.0
Jackson County,Florida,74.7530884871818,12,063,16744.0
Jefferson County,Florida,76.8534552788289,12,065,5564.0
Lafayette County,Florida,76.6907511322574,12,067,2320.0
Lake County,Florida,78.590205121082,12,069,122036.0
Lee County,Florida,81.4778140042049,12,071,258084.0
Leon County,Florida,79.1669529782412,12,073,111111.0
Levy County,Florida,74.6523472464417,12,075,15372.0
Liberty County,Florida,75.8738053602364,12,077,2363.0
Madison County,Florida,74.8453783699189,12,079,6665.0
Manatee County,Florida,80.2599669690005,12,081,135990.0
Marion County,Florida,76.1771704219972,12,083,132277.0
Martin County,Florida,81.2904164027968,12,085,62980.0
Monroe County,Florida,79.7025052428046,12,087,29549.0
Nassau County,Florida,77.4137857800555,12,089,29214.0
Okaloosa County,Florida,77.5272617741847,12,091,76140.0
Okeechobee County,Florida,76.0526843058407,12,093,12850.0
Orange County,Florida,79.6229938205538,12,095,444852.0
Osceola County,Florida,79.1287941677334,12,097,93324.0
Palm Beach County,Florida,81.5435098991609,12,099,538549.0
Pasco County,Florida,77.1762844629969,12,101,189292.0
Pinellas County,Florida,78.395681342823,12,103,405788.0
Polk County,Florida,77.8620845497436,12,105,223060.0
Putnam County,Florida,74.090780438707,12,107,27306.0
Saint Johns County,Florida,80.7873785548533,12,109,81308.0
Saint Lucie County,Florida,79.3208079937143,12,111,108796.0
Santa Rosa County,Florida,77.4755310649387,12,113,59455.0
Sarasota County,Florida,81.0536216072404,12,115,175576.0
Seminole County,Florida,80.0229363433933,12,117,156216.0
Sumter County,Florida,80.6805603758586,12,119,49362.0
Suwannee County,Florida,75.2518438739817,12,121,15315.0
Taylor County,Florida,75.0117232413597,12,123,7544.0
Union County,Florida,68.1022321435241,12,125,3892.0
Volusia County,Florida,76.5873174711124,12,127,205310.0
Wakulla County,Florida,76.4257876549123,12,129,10726.0
Walton County,Florida,77.5629641542452,12,131,24329.0
Washington County,Florida,73.1869831493123,12,133,8370.0
Appling County,Georgia,74.1433448346722,13,001,6711.0
Atkinson County,Georgia,73.4957386486268,13,003,2717.0
Bacon County,Georgia,72.7359964465048,13,005,3871.0
Baker County,Georgia,77.1856340859936,13,007,1328.0
Baldwin County,Georgia,76.09619616506,13,009,15880.0
Banks County,Georgia,76.5450676909754,13,011,6483.0
Barrow County,Georgia,76.411888155461,13,013,24000.0
Bartow County,Georgia,76.1722834809012,13,015,36490.0
Ben Hill County,Georgia,73.1598816340588,13,017,6452.0
Berrien County,Georgia,74.6754529151076,13,019,7108.0
Bibb County,Georgia,73.6322262198595,13,021,57269.0
Bleckley County,Georgia,75.6717690416959,13,023,4081.0
Brantley County,Georgia,74.2546400533743,13,025,6423.0
Brooks County,Georgia,74.8172682959812,13,027,6482.0
Bryan County,Georgia,76.1180906074149,13,029,11788.0
Bulloch County,Georgia,76.9215839131574,13,031,26210.0
Burke County,Georgia,73.6021263366518,13,033,8082.0
Butts County,Georgia,73.8736433128169,13,035,7737.0
Calhoun County,Georgia,74.7431979128518,13,037,1852.0
Camden County,Georgia,77.7910556071849,13,039,18658.0
Candler County,Georgia,73.5173794672618,13,043,4026.0
Carroll County,Georgia,75.1905636320048,13,045,40287.0
Catoosa County,Georgia,77.6873163555651,13,047,24099.0
Charlton County,Georgia,76.4126485763899,13,049,3474.0
Chatham County,Georgia,77.495475731078,13,051,106749.0
Chattahoochee County,Georgia,77.0407510773315,13,053,2578.0
Chattooga County,Georgia,73.4795878806539,13,055,9361.0
Cherokee County,Georgia,79.8919212910128,13,057,80378.0
Clarke County,Georgia,78.5390655519176,13,059,44901.0
Clay County,Georgia,74.0565024724032,13,061,1160.0
Clayton County,Georgia,76.5867255823059,13,063,90182.0
Clinch County,Georgia,72.5941347103603,13,065,2524.0
Cobb County,Georgia,80.1632391745068,13,067,271975.0
Coffee County,Georgia,74.6415935021983,13,069,14110.0
Colquitt County,Georgia,74.2395419909798,13,071,15380.0
Columbia County,Georgia,79.9446528000494,13,073,45623.0
Cook County,Georgia,74.3816861362536,13,075,5979.0
Coweta County,Georgia,78.3629639007777,13,077,49457.0
Crawford County,Georgia,75.7700017855094,13,079,4643.0
Crisp County,Georgia,74.8754728821352,13,081,8509.0
Dade County,Georgia,74.9169898375515,13,083,6057.0
Dawson County,Georgia,77.8404809399285,13,085,8522.0
Decatur County,Georgia,73.7947102183909,13,087,10438.0
DeKalb County,Georgia,79.6424407722431,13,089,270903.0
Dodge County,Georgia,75.2439111309318,13,091,7987.0
Dooly County,Georgia,78.4687087657377,13,093,5140.0
Dougherty County,Georgia,74.5138416570881,13,095,35156.0
Douglas County,Georgia,77.3715511881552,13,097,47534.0
Early County,Georgia,73.1140819945057,13,099,4023.0
Echols County,Georgia,77.1261008355718,13,101,1423.0
Effingham County,Georgia,76.3761584292673,13,103,18695.0
Elbert County,Georgia,74.4234738881675,13,105,7611.0
Emanuel County,Georgia,72.7620593157699,13,107,8227.0
Evans County,Georgia,74.8433020894414,13,109,3950.0
Fannin County,Georgia,76.9911635316195,13,111,9927.0
Fayette County,Georgia,80.7588889119797,13,113,38933.0
Floyd County,Georgia,75.2562231958774,13,115,35114.0
Forsyth County,Georgia,81.64720509527,13,117,66500.0
Franklin County,Georgia,73.9914157726118,13,119,8260.0
Fulton County,Georgia,78.7678526769602,13,121,385103.0
Gilmer County,Georgia,78.110295381191,13,123,11131.0
Glascock County,Georgia,73.5591151643724,13,125,1105.0
Glynn County,Georgia,77.1042251846537,13,127,32623.0
Gordon County,Georgia,75.5399076199864,13,129,19779.0
Grady County,Georgia,75.6781613975346,13,131,9165.0
Greene County,Georgia,77.6535983104785,13,133,6673.0
Gwinnett County,Georgia,80.5977995974354,13,135,278996.0
Habersham County,Georgia,77.41930695738,13,137,14856.0
Hall County,Georgia,78.8501578196255,13,139,62327.0
Hancock County,Georgia,75.5511526228516,13,141,2813.0
Haralson County,Georgia,73.2548609996383,13,143,10886.0
Harris County,Georgia,79.3637275024378,13,145,11699.0
Hart County,Georgia,76.8943495410448,13,147,10016.0
Heard County,Georgia,74.7359238306926,13,149,4364.0
Henry County,Georgia,77.2246725220502,13,151,71000.0
Houston County,Georgia,77.4957791397741,13,153,54188.0
Irwin County,Georgia,74.9700522755473,13,155,3279.0
Jackson County,Georgia,76.154219538743,13,157,21115.0
Jasper County,Georgia,75.9077043960719,13,159,5154.0
Jeff Davis County,Georgia,73.27850301101,13,161,5216.0
Jefferson County,Georgia,72.677315464956,13,163,5855.0
Jenkins County,Georgia,73.4881821924482,13,165,3554.0
Johnson County,Georgia,76.1256460094423,13,167,3168.0
Jones County,Georgia,77.9077041501382,13,169,10367.0
Lamar County,Georgia,74.5163705283169,13,171,6287.0
Lanier County,Georgia,75.3402613596848,13,173,3733.0
Laurens County,Georgia,74.6099464490999,13,175,17622.0
Lee County,Georgia,76.7932149732719,13,177,10126.0
Liberty County,Georgia,76.4775650868514,13,179,22780.0
Lincoln County,Georgia,76.1576916943944,13,181,3457.0
Long County,Georgia,78.3681666188566,13,183,5173.0
Lowndes County,Georgia,75.995529913625,13,185,39809.0
Lumpkin County,Georgia,77.6218085990866,13,187,11255.0
McDuffie County,Georgia,73.8513564466333,13,189,8067.0
McIntosh County,Georgia,79.7602966419833,13,191,5207.0
Macon County,Georgia,73.8433801513223,13,193,4546.0
Madison County,Georgia,75.8660518401721,13,195,10348.0
Marion County,Georgia,76.3753888559576,13,197,3021.0
Meriwether County,Georgia,74.4599480502971,13,199,7982.0
Miller County,Georgia,73.539483539702,13,201,2251.0
Mitchell County,Georgia,74.2252815852118,13,205,8041.0
Monroe County,Georgia,77.4615928697148,13,207,9589.0
Montgomery County,Georgia,75.1047075175106,13,209,3149.0
Morgan County,Georgia,77.4326850024947,13,211,6648.0
Murray County,Georgia,74.8101618892847,13,213,14266.0
Muscogee County,Georgia,74.2199476837889,13,215,73449.0
Newton County,Georgia,76.0155551337021,13,217,35090.0
Oconee County,Georgia,80.90554970106,13,219,12288.0
Oglethorpe County,Georgia,77.8050173797246,13,221,5723.0
Paulding County,Georgia,78.4895950797659,13,223,50017.0
Peach County,Georgia,73.7980458639214,13,225,9966.0
Pickens County,Georgia,77.1138210119651,13,227,11377.0
Pierce County,Georgia,74.4889636156105,13,229,6947.0
Pike County,Georgia,75.5700513081301,13,231,6026.0
Polk County,Georgia,73.3539926871238,13,233,14868.0
